"State","Date","VMT"
"DC",2017-03-29,9.548387097
"DC",2017-03-30,9.548387097
"DC",2017-03-31,9.548387097
"DC",2017-04-01,9.866666667
"DC",2017-04-02,9.866666667
"DC",2017-04-03,9.866666667
"DC",2017-04-04,9.866666667
"DC",2017-04-05,9.866666667
"DC",2017-04-06,9.866666667
"DC",2017-04-07,9.866666667
"DC",2017-04-08,9.866666667
"DC",2017-04-09,9.866666667
"DC",2017-04-10,9.866666667
"DC",2017-04-11,9.866666667
"DC",2017-04-12,9.866666667
"DC",2017-04-13,9.866666667
"DC",2017-04-14,9.866666667
"DC",2017-04-15,9.866666667
"DC",2017-04-16,9.866666667
"DC",2017-04-17,9.866666667
"DC",2017-04-18,9.866666667
"DC",2017-04-19,9.866666667
"DC",2017-04-20,9.866666667
"DC",2017-04-21,9.866666667
"DC",2017-04-22,9.866666667
"DC",2017-04-23,9.866666667
"DC",2017-04-24,9.866666667
"DC",2017-04-25,9.866666667
"DC",2017-04-26,9.866666667
"DC",2017-04-27,9.866666667
"DC",2017-04-28,9.866666667
"DC",2017-04-29,9.866666667
"DC",2017-04-30,9.866666667
"DC",2017-05-01,9.419354839
"DC",2017-05-02,9.419354839
"DC",2017-05-03,9.419354839
"DC",2017-05-04,9.419354839
"DC",2017-05-05,9.419354839
"DC",2017-05-06,9.419354839
"DC",2017-05-07,9.419354839
"DC",2017-05-08,9.419354839
"DC",2017-05-09,9.419354839
"DC",2017-05-10,9.419354839
"DC",2017-05-11,9.419354839
"DC",2017-05-12,9.419354839
"DC",2017-05-13,9.419354839
"DC",2017-05-14,9.419354839
"DC",2017-05-15,9.419354839
"DC",2017-05-16,9.419354839
"DC",2017-05-17,9.419354839
"DC",2017-05-18,9.419354839
"DC",2017-05-19,9.419354839
"DC",2017-05-20,9.419354839
"DC",2017-05-21,9.419354839
"DC",2017-05-22,9.419354839
"DC",2017-05-23,9.419354839
"DC",2017-05-24,9.419354839
"DC",2017-05-25,9.419354839
"DC",2017-05-26,9.419354839
"DC",2017-05-27,9.419354839
"DC",2017-05-28,9.419354839
"DC",2017-05-29,9.419354839
"DC",2017-05-30,9.419354839
"DC",2017-05-31,9.419354839
"DC",2017-06-01,10.03333333
"DC",2017-06-02,10.03333333
"DC",2017-06-03,10.03333333
"DC",2017-06-04,10.03333333
"DC",2017-06-05,10.03333333
"DC",2017-06-06,10.03333333
"DC",2017-06-07,10.03333333
"DC",2017-06-08,10.03333333
"DC",2017-06-09,10.03333333
"DC",2017-06-10,10.03333333
"DC",2017-06-11,10.03333333
"DC",2017-06-12,10.03333333
"DC",2017-06-13,10.03333333
"DC",2017-06-14,10.03333333
"DC",2017-06-15,10.03333333
"DC",2017-06-16,10.03333333
"DC",2017-06-17,10.03333333
"DC",2017-06-18,10.03333333
"DC",2017-06-19,10.03333333
"DC",2017-06-20,10.03333333
"DC",2017-06-21,10.03333333
"DC",2017-06-22,10.03333333
"DC",2017-06-23,10.03333333
"DC",2017-06-24,10.03333333
"DC",2017-06-25,10.03333333
"DC",2017-06-26,10.03333333
"DC",2017-06-27,10.03333333
"DC",2017-06-28,10.03333333
"DC",2017-06-29,10.03333333
"DC",2017-06-30,10.03333333
"DC",2017-07-01,7.290322581
"DC",2017-07-02,7.290322581
"DC",2017-07-03,7.290322581
"DC",2017-07-04,7.290322581
"DC",2017-07-05,7.290322581
"DC",2017-07-06,7.290322581
"DC",2017-07-07,7.290322581
"DC",2017-07-08,7.290322581
"DC",2017-07-09,7.290322581
"DC",2017-07-10,7.290322581
"DC",2017-07-11,7.290322581
"DC",2017-07-12,7.290322581
"DC",2017-07-13,7.290322581
"DC",2017-07-14,7.290322581
"DC",2017-07-15,7.290322581
"DC",2017-07-16,7.290322581
"DC",2017-07-17,7.290322581
"DC",2017-07-18,7.290322581
"DC",2017-07-19,7.290322581
"DC",2017-07-20,7.290322581
"DC",2017-07-21,7.290322581
"DC",2017-07-22,7.290322581
"DC",2017-07-23,7.290322581
"DC",2017-07-24,7.290322581
"DC",2017-07-25,7.290322581
"DC",2017-07-26,7.290322581
"DC",2017-07-27,7.290322581
"DC",2017-07-28,7.290322581
"DC",2017-07-29,7.290322581
"DC",2017-07-30,7.290322581
"DC",2017-07-31,7.290322581
"DC",2017-08-01,11.70967742
"DC",2017-08-02,11.70967742
"DC",2017-08-03,11.70967742
"DC",2017-08-04,11.70967742
"DC",2017-08-05,11.70967742
"DC",2017-08-06,11.70967742
"DC",2017-08-07,11.70967742
"DC",2017-08-08,11.70967742
"DC",2017-08-09,11.70967742
"DC",2017-08-10,11.70967742
"DC",2017-08-11,11.70967742
"DC",2017-08-12,11.70967742
"DC",2017-08-13,11.70967742
"DC",2017-08-14,11.70967742
"DC",2017-08-15,11.70967742
"DC",2017-08-16,11.70967742
"DC",2017-08-17,11.70967742
"DC",2017-08-18,11.70967742
"DC",2017-08-19,11.70967742
"DC",2017-08-20,11.70967742
"DC",2017-08-21,11.70967742
"DC",2017-08-22,11.70967742
"DC",2017-08-23,11.70967742
"DC",2017-08-24,11.70967742
"DC",2017-08-25,11.70967742
"DC",2017-08-26,11.70967742
"DC",2017-08-27,11.70967742
"DC",2017-08-28,11.70967742
"DC",2017-08-29,11.70967742
"DC",2017-08-30,11.70967742
"DC",2017-08-31,11.70967742
"DC",2017-09-01,11.23333333
"DC",2017-09-02,11.23333333
"DC",2017-09-03,11.23333333
"DC",2017-09-04,11.23333333
"DC",2017-09-05,11.23333333
"DC",2017-09-06,11.23333333
"DC",2017-09-07,11.23333333
"DC",2017-09-08,11.23333333
"DC",2017-09-09,11.23333333
"DC",2017-09-10,11.23333333
"DC",2017-09-11,11.23333333
"DC",2017-09-12,11.23333333
"DC",2017-09-13,11.23333333
"DC",2017-09-14,11.23333333
"DC",2017-09-15,11.23333333
"DC",2017-09-16,11.23333333
"DC",2017-09-17,11.23333333
"DC",2017-09-18,11.23333333
"DC",2017-09-19,11.23333333
"DC",2017-09-20,11.23333333
"DC",2017-09-21,11.23333333
"DC",2017-09-22,11.23333333
"DC",2017-09-23,11.23333333
"DC",2017-09-24,11.23333333
"DC",2017-09-25,11.23333333
"DC",2017-09-26,11.23333333
"DC",2017-09-27,11.23333333
"DC",2017-09-28,11.23333333
"DC",2017-09-29,11.23333333
"DC",2017-09-30,11.23333333
"DC",2017-10-01,10.61290323
"DC",2017-10-02,10.61290323
"DC",2017-10-03,10.61290323
"DC",2017-10-04,10.61290323
"DC",2017-10-05,10.61290323
"DC",2017-10-06,10.61290323
"DC",2017-10-07,10.61290323
"DC",2017-10-08,10.61290323
"DC",2017-10-09,10.61290323
"DC",2017-10-10,10.61290323
"DC",2017-10-11,10.61290323
"DC",2017-10-12,10.61290323
"DC",2017-10-13,10.61290323
"DC",2017-10-14,10.61290323
"DC",2017-10-15,10.61290323
"DC",2017-10-16,10.61290323
"DC",2017-10-17,10.61290323
"DC",2017-10-18,10.61290323
"DC",2017-10-19,10.61290323
"DC",2017-10-20,10.61290323
"DC",2017-10-21,10.61290323
"DC",2017-10-22,10.61290323
"DC",2017-10-23,10.61290323
"DC",2017-10-24,10.61290323
"DC",2017-10-25,10.61290323
"DC",2017-10-26,10.61290323
"DC",2017-10-27,10.61290323
"DC",2017-10-28,10.61290323
"DC",2017-10-29,10.61290323
"DC",2017-10-30,10.61290323
"DC",2017-10-31,10.61290323
"DC",2017-11-01,9.6
"DC",2017-11-02,9.6
"DC",2017-11-03,9.6
"DC",2017-11-04,9.6
"DC",2017-11-05,9.6
"DC",2017-11-06,9.6
"DC",2017-11-07,9.6
"DC",2017-11-08,9.6
"DC",2017-11-09,9.6
"DC",2017-11-10,9.6
"DC",2017-11-11,9.6
"DC",2017-11-12,9.6
"DC",2017-11-13,9.6
"DC",2017-11-14,9.6
"DC",2017-11-15,9.6
"DC",2017-11-16,9.6
"DC",2017-11-17,9.6
"DC",2017-11-18,9.6
"DC",2017-11-19,9.6
"DC",2017-11-20,9.6
"DC",2017-11-21,9.6
"DC",2017-11-22,9.6
"DC",2017-11-23,9.6
"DC",2017-11-24,9.6
"DC",2017-11-25,9.6
"DC",2017-11-26,9.6
"DC",2017-11-27,9.6
"DC",2017-11-28,9.6
"DC",2017-11-29,9.6
"DC",2017-11-30,9.6
"DC",2017-12-01,10.09677419
"DC",2017-12-02,10.09677419
"DC",2017-12-03,10.09677419
"DC",2017-12-04,10.09677419
"DC",2017-12-05,10.09677419
"DC",2017-12-06,10.09677419
"DC",2017-12-07,10.09677419
"DC",2017-12-08,10.09677419
"DC",2017-12-09,10.09677419
"DC",2017-12-10,10.09677419
"DC",2017-12-11,10.09677419
"DC",2017-12-12,10.09677419
"DC",2017-12-13,10.09677419
"DC",2017-12-14,10.09677419
"DC",2017-12-15,10.09677419
"DC",2017-12-16,10.09677419
"DC",2017-12-17,10.09677419
"DC",2017-12-18,10.09677419
"DC",2017-12-19,10.09677419
"DC",2017-12-20,10.09677419
"DC",2017-12-21,10.09677419
"DC",2017-12-22,10.09677419
"DC",2017-12-23,10.09677419
"DC",2017-12-24,10.09677419
"DC",2017-12-25,10.09677419
"DC",2017-12-26,10.09677419
"DC",2017-12-27,10.09677419
"DC",2017-12-28,10.09677419
"DC",2017-12-29,10.09677419
"DC",2017-12-30,10.09677419
"DC",2017-12-31,10.09677419
"DC",2018-01-01,11.67741935
"DC",2018-01-02,11.67741935
"DC",2018-01-03,11.67741935
"DC",2018-01-04,11.67741935
"DC",2018-01-05,11.67741935
"DC",2018-01-06,11.67741935
"DC",2018-01-07,11.67741935
"DC",2018-01-08,11.67741935
"DC",2018-01-09,11.67741935
"DC",2018-01-10,11.67741935
"DC",2018-01-11,11.67741935
"DC",2018-01-12,11.67741935
"DC",2018-01-13,11.67741935
"DC",2018-01-14,11.67741935
"DC",2018-01-15,11.67741935
"DC",2018-01-16,11.67741935
"DC",2018-01-17,11.67741935
"DC",2018-01-18,11.67741935
"DC",2018-01-19,11.67741935
"DC",2018-01-20,11.67741935
"DC",2018-01-21,11.67741935
"DC",2018-01-22,11.67741935
"DC",2018-01-23,11.67741935
"DC",2018-01-24,11.67741935
"DC",2018-01-25,11.67741935
"DC",2018-01-26,11.67741935
"DC",2018-01-27,11.67741935
"DC",2018-01-28,11.67741935
"DC",2018-01-29,11.67741935
"DC",2018-01-30,11.67741935
"DC",2018-01-31,11.67741935
"DC",2018-02-01,8.75
"DC",2018-02-02,8.75
"DC",2018-02-03,8.75
"DC",2018-02-04,8.75
"DC",2018-02-05,8.75
"DC",2018-02-06,8.75
"DC",2018-02-07,8.75
"DC",2018-02-08,8.75
"DC",2018-02-09,8.75
"DC",2018-02-10,8.75
"DC",2018-02-11,8.75
"DC",2018-02-12,8.75
"DC",2018-02-13,8.75
"DC",2018-02-14,8.75
"DC",2018-02-15,8.75
"DC",2018-02-16,8.75
"DC",2018-02-17,8.75
"DC",2018-02-18,8.75
"DC",2018-02-19,8.75
"DC",2018-02-20,8.75
"DC",2018-02-21,8.75
"DC",2018-02-22,8.75
"DC",2018-02-23,8.75
"DC",2018-02-24,8.75
"DC",2018-02-25,8.75
"DC",2018-02-26,8.75
"DC",2018-02-27,8.75
"DC",2018-02-28,8.75
"DC",2018-03-01,9.387096774
"DC",2018-03-02,9.387096774
"DC",2018-03-03,9.387096774
"DC",2018-03-04,9.387096774
"DC",2018-03-05,9.387096774
"DC",2018-03-06,9.387096774
"DC",2018-03-07,9.387096774
"DC",2018-03-08,9.387096774
"DC",2018-03-09,9.387096774
"DC",2018-03-10,9.387096774
"DC",2018-03-11,9.387096774
"DC",2018-03-12,9.387096774
"DC",2018-03-13,9.387096774
"DC",2018-03-14,9.387096774
"DC",2018-03-15,9.387096774
"DC",2018-03-16,9.387096774
"DC",2018-03-17,9.387096774
"DC",2018-03-18,9.387096774
"DC",2018-03-19,9.387096774
"DC",2018-03-20,9.387096774
"DC",2018-03-21,9.387096774
"DC",2018-03-22,9.387096774
"DC",2018-03-23,9.387096774
"DC",2018-03-24,9.387096774
"DC",2018-03-25,9.387096774
"DC",2018-03-26,9.387096774
"DC",2018-03-27,9.387096774
"DC",2018-03-28,9.387096774
"DC",2018-03-29,9.387096774
"DC",2018-03-30,9.387096774
"DC",2018-03-31,9.387096774
"DC",2018-04-01,10.43333333
"DC",2018-04-02,10.43333333
"DC",2018-04-03,10.43333333
"DC",2018-04-04,10.43333333
"DC",2018-04-05,10.43333333
"DC",2018-04-06,10.43333333
"DC",2018-04-07,10.43333333
"DC",2018-04-08,10.43333333
"DC",2018-04-09,10.43333333
"DC",2018-04-10,10.43333333
"DC",2018-04-11,10.43333333
"DC",2018-04-12,10.43333333
"DC",2018-04-13,10.43333333
"DC",2018-04-14,10.43333333
"DC",2018-04-15,10.43333333
"DC",2018-04-16,10.43333333
"DC",2018-04-17,10.43333333
"DC",2018-04-18,10.43333333
"DC",2018-04-19,10.43333333
"DC",2018-04-20,10.43333333
"DC",2018-04-21,10.43333333
"DC",2018-04-22,10.43333333
"DC",2018-04-23,10.43333333
"DC",2018-04-24,10.43333333
"DC",2018-04-25,10.43333333
"DC",2018-04-26,10.43333333
"DC",2018-04-27,10.43333333
"DC",2018-04-28,10.43333333
"DC",2018-04-29,10.43333333
"DC",2018-04-30,10.43333333
"DC",2018-05-01,10.61290323
"DC",2018-05-02,10.61290323
"DC",2018-05-03,10.61290323
"DC",2018-05-04,10.61290323
"DC",2018-05-05,10.61290323
"DC",2018-05-06,10.61290323
"DC",2018-05-07,10.61290323
"DC",2018-05-08,10.61290323
"DC",2018-05-09,10.61290323
"DC",2018-05-10,10.61290323
"DC",2018-05-11,10.61290323
"DC",2018-05-12,10.61290323
"DC",2018-05-13,10.61290323
"DC",2018-05-14,10.61290323
"DC",2018-05-15,10.61290323
"DC",2018-05-16,10.61290323
"DC",2018-05-17,10.61290323
"DC",2018-05-18,10.61290323
"DC",2018-05-19,10.61290323
"DC",2018-05-20,10.61290323
"DC",2018-05-21,10.61290323
"DC",2018-05-22,10.61290323
"DC",2018-05-23,10.61290323
"DC",2018-05-24,10.61290323
"DC",2018-05-25,10.61290323
"DC",2018-05-26,10.61290323
"DC",2018-05-27,10.61290323
"DC",2018-05-28,10.61290323
"DC",2018-05-29,10.61290323
"DC",2018-05-30,10.61290323
"DC",2018-05-31,10.61290323
"DC",2018-06-01,11.06666667
"DC",2018-06-02,11.06666667
"DC",2018-06-03,11.06666667
"DC",2018-06-04,11.06666667
"DC",2018-06-05,11.06666667
"DC",2018-06-06,11.06666667
"DC",2018-06-07,11.06666667
"DC",2018-06-08,11.06666667
"DC",2018-06-09,11.06666667
"DC",2018-06-10,11.06666667
"DC",2018-06-11,11.06666667
"DC",2018-06-12,11.06666667
"DC",2018-06-13,11.06666667
"DC",2018-06-14,11.06666667
"DC",2018-06-15,11.06666667
"DC",2018-06-16,11.06666667
"DC",2018-06-17,11.06666667
"DC",2018-06-18,11.06666667
"DC",2018-06-19,11.06666667
"DC",2018-06-20,11.06666667
"DC",2018-06-21,11.06666667
"DC",2018-06-22,11.06666667
"DC",2018-06-23,11.06666667
"DC",2018-06-24,11.06666667
"DC",2018-06-25,11.06666667
"DC",2018-06-26,11.06666667
"DC",2018-06-27,11.06666667
"DC",2018-06-28,11.06666667
"DC",2018-06-29,11.06666667
"DC",2018-06-30,11.06666667
"DC",2018-07-01,7.935483871
"DC",2018-07-02,7.935483871
"DC",2018-07-03,7.935483871
"DC",2018-07-04,7.935483871
"DC",2018-07-05,7.935483871
"DC",2018-07-06,7.935483871
"DC",2018-07-07,7.935483871
"DC",2018-07-08,7.935483871
"DC",2018-07-09,7.935483871
"DC",2018-07-10,7.935483871
"DC",2018-07-11,7.935483871
"DC",2018-07-12,7.935483871
"DC",2018-07-13,7.935483871
"DC",2018-07-14,7.935483871
"DC",2018-07-15,7.935483871
"DC",2018-07-16,7.935483871
"DC",2018-07-17,7.935483871
"DC",2018-07-18,7.935483871
"DC",2018-07-19,7.935483871
"DC",2018-07-20,7.935483871
"DC",2018-07-21,7.935483871
"DC",2018-07-22,7.935483871
"DC",2018-07-23,7.935483871
"DC",2018-07-24,7.935483871
"DC",2018-07-25,7.935483871
"DC",2018-07-26,7.935483871
"DC",2018-07-27,7.935483871
"DC",2018-07-28,7.935483871
"DC",2018-07-29,7.935483871
"DC",2018-07-30,7.935483871
"DC",2018-07-31,7.935483871
"DC",2018-08-01,10.51612903
"DC",2018-08-02,10.51612903
"DC",2018-08-03,10.51612903
"DC",2018-08-04,10.51612903
"DC",2018-08-05,10.51612903
"DC",2018-08-06,10.51612903
"DC",2018-08-07,10.51612903
"DC",2018-08-08,10.51612903
"DC",2018-08-09,10.51612903
"DC",2018-08-10,10.51612903
"DC",2018-08-11,10.51612903
"DC",2018-08-12,10.51612903
"DC",2018-08-13,10.51612903
"DC",2018-08-14,10.51612903
"DC",2018-08-15,10.51612903
"DC",2018-08-16,10.51612903
"DC",2018-08-17,10.51612903
"DC",2018-08-18,10.51612903
"DC",2018-08-19,10.51612903
"DC",2018-08-20,10.51612903
"DC",2018-08-21,10.51612903
"DC",2018-08-22,10.51612903
"DC",2018-08-23,10.51612903
"DC",2018-08-24,10.51612903
"DC",2018-08-25,10.51612903
"DC",2018-08-26,10.51612903
"DC",2018-08-27,10.51612903
"DC",2018-08-28,10.51612903
"DC",2018-08-29,10.51612903
"DC",2018-08-30,10.51612903
"DC",2018-08-31,10.51612903
"DC",2018-09-01,12
"DC",2018-09-02,12
"DC",2018-09-03,12
"DC",2018-09-04,12
"DC",2018-09-05,12
"DC",2018-09-06,12
"DC",2018-09-07,12
"DC",2018-09-08,12
"DC",2018-09-09,12
"DC",2018-09-10,12
"DC",2018-09-11,12
"DC",2018-09-12,12
"DC",2018-09-13,12
"DC",2018-09-14,12
"DC",2018-09-15,12
"DC",2018-09-16,12
"DC",2018-09-17,12
"DC",2018-09-18,12
"DC",2018-09-19,12
"DC",2018-09-20,12
"DC",2018-09-21,12
"DC",2018-09-22,12
"DC",2018-09-23,12
"DC",2018-09-24,12
"DC",2018-09-25,12
"DC",2018-09-26,12
"DC",2018-09-27,12
"DC",2018-09-28,12
"DC",2018-09-29,12
"DC",2018-09-30,12
"DC",2018-10-01,11.19354839
"DC",2018-10-02,11.19354839
"DC",2018-10-03,11.19354839
"DC",2018-10-04,11.19354839
"DC",2018-10-05,11.19354839
"DC",2018-10-06,11.19354839
"DC",2018-10-07,11.19354839
"DC",2018-10-08,11.19354839
"DC",2018-10-09,11.19354839
"DC",2018-10-10,11.19354839
"DC",2018-10-11,11.19354839
"DC",2018-10-12,11.19354839
"DC",2018-10-13,11.19354839
"DC",2018-10-14,11.19354839
"DC",2018-10-15,11.19354839
"DC",2018-10-16,11.19354839
"DC",2018-10-17,11.19354839
"DC",2018-10-18,11.19354839
"DC",2018-10-19,11.19354839
"DC",2018-10-20,11.19354839
"DC",2018-10-21,11.19354839
"DC",2018-10-22,11.19354839
"DC",2018-10-23,11.19354839
"DC",2018-10-24,11.19354839
"DC",2018-10-25,11.19354839
"DC",2018-10-26,11.19354839
"DC",2018-10-27,11.19354839
"DC",2018-10-28,11.19354839
"DC",2018-10-29,11.19354839
"DC",2018-10-30,11.19354839
"DC",2018-10-31,11.19354839
"DC",2018-11-01,9.733333333
"DC",2018-11-02,9.733333333
"DC",2018-11-03,9.733333333
"DC",2018-11-04,9.733333333
"DC",2018-11-05,9.733333333
"DC",2018-11-06,9.733333333
"DC",2018-11-07,9.733333333
"DC",2018-11-08,9.733333333
"DC",2018-11-09,9.733333333
"DC",2018-11-10,9.733333333
"DC",2018-11-11,9.733333333
"DC",2018-11-12,9.733333333
"DC",2018-11-13,9.733333333
"DC",2018-11-14,9.733333333
"DC",2018-11-15,9.733333333
"DC",2018-11-16,9.733333333
"DC",2018-11-17,9.733333333
"DC",2018-11-18,9.733333333
"DC",2018-11-19,9.733333333
"DC",2018-11-20,9.733333333
"DC",2018-11-21,9.733333333
"DC",2018-11-22,9.733333333
"DC",2018-11-23,9.733333333
"DC",2018-11-24,9.733333333
"DC",2018-11-25,9.733333333
"DC",2018-11-26,9.733333333
"DC",2018-11-27,9.733333333
"DC",2018-11-28,9.733333333
"DC",2018-11-29,9.733333333
"DC",2018-11-30,9.733333333
"DC",2018-12-01,10.09677419
"DC",2018-12-02,10.09677419
"DC",2018-12-03,10.09677419
"DC",2018-12-04,10.09677419
"DC",2018-12-05,10.09677419
"DC",2018-12-06,10.09677419
"DC",2018-12-07,10.09677419
"DC",2018-12-08,10.09677419
"DC",2018-12-09,10.09677419
"DC",2018-12-10,10.09677419
"DC",2018-12-11,10.09677419
"DC",2018-12-12,10.09677419
"DC",2018-12-13,10.09677419
"DC",2018-12-14,10.09677419
"DC",2018-12-15,10.09677419
"DC",2018-12-16,10.09677419
"DC",2018-12-17,10.09677419
"DC",2018-12-18,10.09677419
"DC",2018-12-19,10.09677419
"DC",2018-12-20,10.09677419
"DC",2018-12-21,10.09677419
"DC",2018-12-22,10.09677419
"DC",2018-12-23,10.09677419
"DC",2018-12-24,10.09677419
"DC",2018-12-25,10.09677419
"DC",2018-12-26,10.09677419
"DC",2018-12-27,10.09677419
"DC",2018-12-28,10.09677419
"DC",2018-12-29,10.09677419
"DC",2018-12-30,10.09677419
"DC",2018-12-31,10.09677419
"DC",2019-01-01,11.25806452
"DC",2019-01-02,11.25806452
"DC",2019-01-03,11.25806452
"DC",2019-01-04,11.25806452
"DC",2019-01-05,11.25806452
"DC",2019-01-06,11.25806452
"DC",2019-01-07,11.25806452
"DC",2019-01-08,11.25806452
"DC",2019-01-09,11.25806452
"DC",2019-01-10,11.25806452
"DC",2019-01-11,11.25806452
"DC",2019-01-12,11.25806452
"DC",2019-01-13,11.25806452
"DC",2019-01-14,11.25806452
"DC",2019-01-15,11.25806452
"DC",2019-01-16,11.25806452
"DC",2019-01-17,11.25806452
"DC",2019-01-18,11.25806452
"DC",2019-01-19,11.25806452
"DC",2019-01-20,11.25806452
"DC",2019-01-21,11.25806452
"DC",2019-01-22,11.25806452
"DC",2019-01-23,11.25806452
"DC",2019-01-24,11.25806452
"DC",2019-01-25,11.25806452
"DC",2019-01-26,11.25806452
"DC",2019-01-27,11.25806452
"DC",2019-01-28,11.25806452
"DC",2019-01-29,11.25806452
"DC",2019-01-30,11.25806452
"DC",2019-01-31,11.25806452
"DC",2019-02-01,8.571428571
"DC",2019-02-02,8.571428571
"DC",2019-02-03,8.571428571
"DC",2019-02-04,8.571428571
"DC",2019-02-05,8.571428571
"DC",2019-02-06,8.571428571
"DC",2019-02-07,8.571428571
"DC",2019-02-08,8.571428571
"DC",2019-02-09,8.571428571
"DC",2019-02-10,8.571428571
"DC",2019-02-11,8.571428571
"DC",2019-02-12,8.571428571
"DC",2019-02-13,8.571428571
"DC",2019-02-14,8.571428571
"DC",2019-02-15,8.571428571
"DC",2019-02-16,8.571428571
"DC",2019-02-17,8.571428571
"DC",2019-02-18,8.571428571
"DC",2019-02-19,8.571428571
"DC",2019-02-20,8.571428571
"DC",2019-02-21,8.571428571
"DC",2019-02-22,8.571428571
"DC",2019-02-23,8.571428571
"DC",2019-02-24,8.571428571
"DC",2019-02-25,8.571428571
"DC",2019-02-26,8.571428571
"DC",2019-02-27,8.571428571
"DC",2019-02-28,8.571428571
"DC",2019-03-01,11.25806452
"DC",2019-03-02,11.25806452
"DC",2019-03-03,11.25806452
"DC",2019-03-04,11.25806452
"DC",2019-03-05,11.25806452
"DC",2019-03-06,11.25806452
"DC",2019-03-07,11.25806452
"DC",2019-03-08,11.25806452
"DC",2019-03-09,11.25806452
"DC",2019-03-10,11.25806452
"DC",2019-03-11,11.25806452
"DC",2019-03-12,11.25806452
"DC",2019-03-13,11.25806452
"DC",2019-03-14,11.25806452
"DC",2019-03-15,11.25806452
"DC",2019-03-16,11.25806452
"DC",2019-03-17,11.25806452
"DC",2019-03-18,11.25806452
"DC",2019-03-19,11.25806452
"DC",2019-03-20,11.25806452
"DC",2019-03-21,11.25806452
"DC",2019-03-22,11.25806452
"DC",2019-03-23,11.25806452
"DC",2019-03-24,11.25806452
"DC",2019-03-25,11.25806452
"DC",2019-03-26,11.25806452
"DC",2019-03-27,11.25806452
"DC",2019-03-28,11.25806452
"DC",2019-03-29,11.25806452
"DC",2019-03-30,11.25806452
"DC",2019-03-31,11.25806452
"DC",2019-04-01,11.9
"DC",2019-04-02,11.9
"DC",2019-04-03,11.9
"DC",2019-04-04,11.9
"DC",2019-04-05,11.9
"DC",2019-04-06,11.9
"DC",2019-04-07,11.9
"DC",2019-04-08,11.9
"DC",2019-04-09,11.9
"DC",2019-04-10,11.9
"DC",2019-04-11,11.9
"DC",2019-04-12,11.9
"DC",2019-04-13,11.9
"DC",2019-04-14,11.9
"DC",2019-04-15,11.9
"DC",2019-04-16,11.9
"DC",2019-04-17,11.9
"DC",2019-04-18,11.9
"DC",2019-04-19,11.9
"DC",2019-04-20,11.9
"DC",2019-04-21,11.9
"DC",2019-04-22,11.9
"DC",2019-04-23,11.9
"DC",2019-04-24,11.9
"DC",2019-04-25,11.9
"DC",2019-04-26,11.9
"DC",2019-04-27,11.9
"DC",2019-04-28,11.9
"DC",2019-04-29,11.9
"DC",2019-04-30,11.9
"DC",2019-05-01,11.32258065
"DC",2019-05-02,11.32258065
"DC",2019-05-03,11.32258065
"DC",2019-05-04,11.32258065
"DC",2019-05-05,11.32258065
"DC",2019-05-06,11.32258065
"DC",2019-05-07,11.32258065
"DC",2019-05-08,11.32258065
"DC",2019-05-09,11.32258065
"DC",2019-05-10,11.32258065
"DC",2019-05-11,11.32258065
"DC",2019-05-12,11.32258065
"DC",2019-05-13,11.32258065
"DC",2019-05-14,11.32258065
"DC",2019-05-15,11.32258065
"DC",2019-05-16,11.32258065
"DC",2019-05-17,11.32258065
"DC",2019-05-18,11.32258065
"DC",2019-05-19,11.32258065
"DC",2019-05-20,11.32258065
"DC",2019-05-21,11.32258065
"DC",2019-05-22,11.32258065
"DC",2019-05-23,11.32258065
"DC",2019-05-24,11.32258065
"DC",2019-05-25,11.32258065
"DC",2019-05-26,11.32258065
"DC",2019-05-27,11.32258065
"DC",2019-05-28,11.32258065
"DC",2019-05-29,11.32258065
"DC",2019-05-30,11.32258065
"DC",2019-05-31,11.32258065
"DC",2019-06-01,11.63333333
"DC",2019-06-02,11.63333333
"DC",2019-06-03,11.63333333
"DC",2019-06-04,11.63333333
"DC",2019-06-05,11.63333333
"DC",2019-06-06,11.63333333
"DC",2019-06-07,11.63333333
"DC",2019-06-08,11.63333333
"DC",2019-06-09,11.63333333
"DC",2019-06-10,11.63333333
"DC",2019-06-11,11.63333333
"DC",2019-06-12,11.63333333
"DC",2019-06-13,11.63333333
"DC",2019-06-14,11.63333333
"DC",2019-06-15,11.63333333
"DC",2019-06-16,11.63333333
"DC",2019-06-17,11.63333333
"DC",2019-06-18,11.63333333
"DC",2019-06-19,11.63333333
"DC",2019-06-20,11.63333333
"DC",2019-06-21,11.63333333
"DC",2019-06-22,11.63333333
"DC",2019-06-23,11.63333333
"DC",2019-06-24,11.63333333
"DC",2019-06-25,11.63333333
"DC",2019-06-26,11.63333333
"DC",2019-06-27,11.63333333
"DC",2019-06-28,11.63333333
"DC",2019-06-29,11.63333333
"DC",2019-06-30,11.63333333
"DC",2019-07-01,8.580645161
"DC",2019-07-02,8.580645161
"DC",2019-07-03,8.580645161
"DC",2019-07-04,8.580645161
"DC",2019-07-05,8.580645161
"DC",2019-07-06,8.580645161
"DC",2019-07-07,8.580645161
"DC",2019-07-08,8.580645161
"DC",2019-07-09,8.580645161
"DC",2019-07-10,8.580645161
"DC",2019-07-11,8.580645161
"DC",2019-07-12,8.580645161
"DC",2019-07-13,8.580645161
"DC",2019-07-14,8.580645161
"DC",2019-07-15,8.580645161
"DC",2019-07-16,8.580645161
